benchmark,task_id,repository,language,upstream_row_index,artifact_hash
CrossCodeEval-100,project_cc_java/4469,paulgutv-currency-converter-d95cf08,java,1549,02c31ed8d79450f49507bd0a0785341ed95a13a2319f964711fc00357bccca23
CrossCodeEval-100,project_cc_java/2096,frazik-main-AmplifyGPT-ac49c2a,java,725,02f7c7b4b694405c3446f1fe1e3858e5d61c71fcc11cf510585bc58fce211cbe
CrossCodeEval-100,project_cc_java/6600,zqzq3-chatgpt-botforQQ-c64fc49,java,2105,03398a38bb1c2af42da799bf8dc7c86895119d8281f6cfa04e5efa1aacb6e721
CrossCodeEval-100,project_cc_java/6259,Western-parotia-BookViewProject-1727e80,java,2035,03ab78e45336fd5dfbb5a377b77fe07f7ae4a7335c4d4fc5eafaaf8653526222
CrossCodeEval-100,project_cc_python/4941,happen2me-subgraph-retrieval-toolkit-5655cb3,python,1315,00323188c07ab31706f29d49e34505b8ecf0ea9b01b23d513be11419adafb04d
CrossCodeEval-100,project_cc_python/5175,edarchimbaud-systematic-trading-a9fec02,python,1378,00341325a7cd6f6fe83e56ca590f622facd88abae565e1b2b3ed35914e803b92
CrossCodeEval-100,project_cc_python/1190,Kubenew-ChaosGPT-2c40353,python,332,003748989526f00b2ec3d0000d2bc17e1189ee8fa3744617e4e691976a49ccae
CrossCodeEval-100,project_cc_python/6167,wm-pxel-langchain-testbench-53701f9,python,1657,004d0c755c43734aef63f36088738b42d6c3a38195621b6cd85d0c5283371f43
CrossCodeEval-100,project_cc_python/9528,pawelkn-xapi-python-788a721,python,2543,007ff9b89393dc27b3a4246dd07a794edb2bc7e13d439e366d164cdce192b89e
CrossCodeEval-100,project_cc_python/4556,Zhendong-Wang-Patch-Diffusion-929b0c0,python,1194,0091d2d49b85201169df542c30caf53bacf7932f85ec392f1b02c8107658a92e
CrossCodeEval-100,project_cc_python/5560,hq0709-Depth-NeuS-49d93d4,python,1476,00c90697931fcd75e6281d79bab5ddb59ec019b130a60a29f3f0fc4e2992f22f
CrossCodeEval-100,project_cc_python/6666,AlexGidiotis-gpt-light-ae75a5e,python,1764,00d34b8ca951b7dd83b2675b904c6046bf40b0e4a375ea954588e1b345ccc1e9
CrossCodeEval-100,project_cc_python/1002,manoskary-vocsep_ijcai2023-ae7bef9,python,274,00e55771985062f6793fe630920541fc51a3f9d09e0d5baa531ef38fa7d31ee4
CrossCodeEval-100,project_cc_python/18,appsignal-appsignal-python-5a0cfa9,python,24,0148242da59a9d273d25f5cc2b944dd0da45d20d96e0929e1e3ac476f46a41c7
CrossCodeEval-100,project_cc_python/9634,briandelmsft-STAT-Function-f91d421,python,2584,0159ce4cfa2fe1e2589cdc0debbf5c4bbd12ff0c4df8e21906cf12d4d7e61860
CrossCodeEval-100,project_cc_python/4194,nyaarium-blender-nyaatools-4fc69af,python,1131,0197aafb58717c6ec35e21f05d0724a5980e3964aae5cda91fed732e0bf89e1b
CrossCodeEval-100,project_cc_python/3151,Adeon18-Mori-Bazius-Backend-f33b8ba,python,827,019bf84b54943c04cbaf267901cb1c47f487cc66eab6e4c39a05617e54ea2a87
CrossCodeEval-100,project_cc_python/7904,wolfhoundgelert-xman-1da4d2d,python,2117,01cc5842bc124e0379735c11f327d8b5549cdecb1a02c2c0a59ffcc93c01d0d4
CrossCodeEval-100,project_cc_python/654,taptorestart-forms-40b1a91,python,191,021f5a618668b697b36968418058aa4af22d7f5b364023e9ab7508308a26b30a
CrossCodeEval-100,project_cc_python/4323,pygfx-gfxmorph-0a3a9d9,python,1117,023e9bbac1e3a097bdc18d076a4ee5fa03114632a757be964eea24e37565fbb9
CrossCodeEval-100,project_cc_python/1579,obahamonde-aiofauna-67993d2,python,397,02688ae75800ca263e27594654aca77857a521fb3b35d960e53de7a0775da210
CrossCodeEval-100,project_cc_python/8693,lwb2099-stable_diffusion_pytorch-dbdb663,python,2321,02981ac11cb8925df943b660f4867230098e08baebfedddd261dffd084850529
CrossCodeEval-100,project_cc_python/4828,continue-revolution-sd-webui-segment-anything-5df716b,python,1279,029df3a5f4936ce6cda4c5f9d84956b5f87e0480393f429580bef95b487db2d2
CrossCodeEval-100,project_cc_python/9526,pawelkn-xapi-python-788a721,python,2540,02b5d5369ee83b09c0db0740472c5cce5bb90aa27f2196d5c296440324a9ecb6
CrossCodeEval-100,project_cc_python/7066,egrinstein-gnn_ssl-74c7b5a,python,1907,02bcbb85f9c48a9ff27e2b072a941b4ae977601662e1acb606092193f016d5fc
CrossCodeEval-100,project_cc_python/9573,briandelmsft-STAT-Function-f91d421,python,2549,02c08e7bedcc020b8d207432ab6ab0d87df7348b52c42b00edc9351a1e19e404
CrossCodeEval-100,project_cc_python/4867,lucmos-powermanim-1bcf62a,python,1289,032193deb2ae3744897a53f98ad03799dd70929ee28967defcaccaa613857ee1
CrossCodeEval-100,project_cc_python/8798,davisyoshida-qax-34f0905,python,2360,035166fb81e589cb16b99d807ef100a593f7c82ca14e4c0011f4e89734a5ea66
CrossCodeEval-100,project_cc_python/9169,thuliu-yt16-dualvector-e5ae56e,python,2447,0354509b94f1e419f2c12320400ae4e04e6d3b84f59989550fba613685797bea
CrossCodeEval-100,project_cc_typescript/7387,sdl-codegen-sdl-codegen-de2b8aa,typescript,2306,00090df899133e13c2b4c9c06b08ea150774583bdc335f4fe444f66511ebb22e
CrossCodeEval-100,project_cc_typescript/9887,chiatcg-chiatcg-server-0c3f71d,typescript,2981,0009a5ff59ff1ff0fa62ebfcff6fba6d1a24ecf275b2805a833d525d6244e6c1
CrossCodeEval-100,project_cc_typescript/745,luttje-glua-api-snippets-9f40376,typescript,278,0016455762b32f4872a2df0672c0a4e1ec8966677b5bb323363b04a450ff80c0
CrossCodeEval-100,project_cc_typescript/3296,Marli-Marlete-marli-music-5bf51b0,typescript,1077,0024918fcdb0ea32005bb3bd6d93a1d30d7b90fbe1b5dff017d40c46ea43057f
CrossCodeEval-100,project_cc_typescript/8697,SkyCaptainess-React-rating-components-625733e,typescript,2683,0048cffc9f8099568ef919d0c4bb62ae3d3bead4a1986de4d3c9d207ee95aecc
CrossCodeEval-100,project_cc_typescript/4341,penpenpng-share-on-nostr-1d57dfe,typescript,1389,00525b68d0500e704f73fe7045645a9dff87f5ff43385153a374bc225a58e5bf
CrossCodeEval-100,project_cc_typescript/9021,vinejs-compiler-8909bb5,typescript,2787,006ef7c8dba14b8f34bb3e0fcb1876a13dac009f922f139ada93b7037c6f5cc0
CrossCodeEval-100,project_cc_typescript/9431,keybittech-wizapp-f75e12d,typescript,2891,008116f430dfd314f87656141f72bc32bc498b1d26709cab32979b36b2a6610e
CrossCodeEval-100,project_cc_typescript/5734,andrewbrg-rulepilot-517f473,typescript,1836,00ae4fdfd1ae86e7997d0fb5cd1c9d63945737d227d0793810e5d2b2a270d1f4
CrossCodeEval-100,project_cc_typescript/9266,7finney-starkode-2fba517,typescript,2817,00af3c4ad1bac3e962545e831ee5ce37b7eeaaea0082f9e8e518c492231b3a6f
CrossCodeEval-100,project_cc_typescript/2484,April-Gras-obsidian-auto-timelines-047d836,typescript,796,00b84ee0c4003097a6f234c19eaf0657c090afe891c769c7d028c3787dc22729
CrossCodeEval-100,project_cc_typescript/1164,Ibtesam-Mahmood-gpt-npm-cli-5c669f0,typescript,424,00bcb148dc2fb8826d887cbff23c83d668be2d5b0a2dda015fd6e9b7cab3d482
CrossCodeEval-100,project_cc_typescript/6087,piyush-kacha-nestjs-starter-kit-821cfdd,typescript,1940,00de405a7a740919eea1a62f95e7df31242981421fb20136f950a492ed21bc41
CrossCodeEval-100,project_cc_typescript/5129,0xProject-0x-parser-a1dd0bf,typescript,1611,00ec6bf974ed1932f40498dda518efe878eba9d8cdc85422c0352e07dc7e6641
CrossCodeEval-100,project_cc_typescript/634,iansan5653-github-markdown-a11y-extension-c6a54d0,typescript,206,00f13d13b5ce31f8362af284b6ec30df7d41e71dbab8fb5a56b05dcdbfbb36b3
CrossCodeEval-100,project_cc_typescript/7083,jtlapp-kysely-mapper-9fd878b,typescript,2185,0106a8ec0e0cd4513fa83823fa1050f6a88d09a60c2ae4b808d26ee84735891e
CrossCodeEval-100,project_cc_typescript/2030,evanderkoogh-otel-cf-workers-18fd741,typescript,674,010efeb6183fd599162675bfb0e6198f9bc737b037048c9cc3c6ff650f22821e
CrossCodeEval-100,project_cc_typescript/6837,jtlapp-kysely-mapper-9fd878b,typescript,2129,010f5f418356baab87465ef13bf9b763d9223c878dbc217e5322f750595c0cf8
CrossCodeEval-100,project_cc_typescript/2749,klientjs-core-9a67a61,typescript,897,011d2f800b04908d197d912cdcc90617cbd29cb7ba03489d2b012f0c597f1cd7
CrossCodeEval-100,project_cc_typescript/2365,riad-azz-instagram-video-downloader-78513ff,typescript,790,012fc4dd99eb0bd77687043d1f7c84b6e250878e2e55992c9688d65f7e30ce12
CrossCodeEval-100,project_cc_typescript/9819,eumemic-ai-legion-4d145b3,typescript,2949,014ceeb656faecb1b089b9f4a6a7c07101a765b48dd941094934e2d3a0bdbbf4
CrossCodeEval-100,project_cc_typescript/1009,Twinklebear-webgpu-marching-cubes-38227e8,typescript,351,0151a6b29c26b1ee85dec217d5bb738b024b1f4ce6fcce23260a5c3c2c1394db
CrossCodeEval-100,project_cc_typescript/593,jlarmstrongiv-astro-i18n-aut-dd68364,typescript,182,016802d263155eaffb58240cd616eb72c5e5e7568e6f49b7d4a823cc187f7d57
CrossCodeEval-100,project_cc_typescript/9346,keybittech-wizapp-f75e12d,typescript,2875,016bd356c117f63c345abedd220d04b87c4f64bae83c79230bc3010a90d821d9
CrossCodeEval-100,project_cc_typescript/5776,tech-leads-club-nestjs-dependency-inversion-5d4fefe,typescript,1859,016c59a419c552ca1403fe4b1de0a06d94cacd7fa502042e96fab37895a48a9b
