agent_id,family,assignment_group,episode_index,task_id,condition,prompt_path,prompt_sha256
G011,Doubao,2,11,execrepobench-0391-13e55956a5,targeted_guidance,human_study/gateway_agent_v1/prompts/G011/episode_11.txt,687a2fb9c5349a1ad41c96ea3092ab8258558d0de9c1b66494a31a285cc34589
G011,Doubao,2,12,execrepobench-1063-51b649a44a,generic_review,human_study/gateway_agent_v1/prompts/G011/episode_12.txt,ad137fac312f7affad0bc037dbd30d8105c3de7eba7b1081753780cce9d79547
G012,ERNIE,3,1,execrepobench-1123-0f6c5532f9,targeted_guidance,human_study/gateway_agent_v1/prompts/G012/episode_01.txt,a9a7b2651206bce3c00b86c0dca8e8aad8e9a82a80a5ded5d16122d0fc46d08d
G012,ERNIE,3,2,execrepobench-0839-6b59568b37,uncertainty_display,human_study/gateway_agent_v1/prompts/G012/episode_02.txt,21fdfc18ed54d974bf3947a8a845b9c4c4334b0bf62d81924ce143c3dcbf6031
G012,ERNIE,3,3,execrepobench-0391-13e55956a5,generic_review,human_study/gateway_agent_v1/prompts/G012/episode_03.txt,317e6816c86e069b718da191db775a059bce162e68bc216a5c60300c87515e57
G012,ERNIE,3,4,execrepobench-0226-0b9ff5af61,targeted_guidance,human_study/gateway_agent_v1/prompts/G012/episode_04.txt,110d82c7b80d84aad42d05351ad0297d2fbab398d6a091c48c57d35a5c854e03
G012,ERNIE,3,5,execrepobench-0694-6f4dcdab75,uncertainty_display,human_study/gateway_agent_v1/prompts/G012/episode_05.txt,864d86b072f06963416d4ee1a59fcecd05c524de13a051f49786aaddcb6a116c
G012,ERNIE,3,6,execrepobench-1063-51b649a44a,uncertainty_display,human_study/gateway_agent_v1/prompts/G012/episode_06.txt,9578828cea3a52d94dcac1f769add12a2113424f73824a5bdb3c84c46bcd8b6e
G012,ERNIE,3,7,execrepobench-0670-33a9fa36f8,targeted_guidance,human_study/gateway_agent_v1/prompts/G012/episode_07.txt,3812a98fea118548c3fd274cce2ae91aedcf948592b1e3838adf3b297a56d396
G012,ERNIE,3,8,execrepobench-0585-60675d8cc6,targeted_guidance,human_study/gateway_agent_v1/prompts/G012/episode_08.txt,84ff68401a7f8f65d81e2418ec2384c34645d24bf19c0315fab9d80c701821fe
G012,ERNIE,3,9,execrepobench-0755-0fbea6cf43,generic_review,human_study/gateway_agent_v1/prompts/G012/episode_09.txt,6bf85ba6a36177f957424cbf620dfa97778c15f9214d746bc5055dda0aecd687
G012,ERNIE,3,10,execrepobench-1148-02d99ed352,uncertainty_display,human_study/gateway_agent_v1/prompts/G012/episode_10.txt,8e8dd3fbfe72af7b6d35c50cd54efb5d4c8de4f00389e7ca2ad50539167fb90f
G012,ERNIE,3,11,execrepobench-0894-4434c22736,generic_review,human_study/gateway_agent_v1/prompts/G012/episode_11.txt,4adc4e2687f609898dcf84dd9d32e494fa549b71c18ce7a1408403eccdf8cb9c
G012,ERNIE,3,12,execrepobench-0428-a9da215626,generic_review,human_study/gateway_agent_v1/prompts/G012/episode_12.txt,e55258c0e65c74f554f7c59ea0e6e1e7bd7f1c12893c7e6359c9b8c94233d67d
